ID,YEAR,CAUSE_NAME,STATE,DEATHS,AADR
7330,2011,Cancer,Iowa,6481,173.12
7331,2011,Chronic liver disease and cirrhosis,Iowa,244,7.02
7332,2011,Chronic lower respiratory disease,Iowa,1833,47.61
7333,2011,Diabetes,Iowa,770,19.88
7334,2011,Diseases of Heart,Iowa,6736,166.02
7335,2011,Essential hypertension and hypertensive renal disease,Iowa,324,7.76
7336,2011,Homicide,Iowa,54,1.86
7337,2011,Influenza and pneumonia,Iowa,660,15.72
7338,2011,Kidney Disease,Iowa,316,7.81
7339,2011,Parkinson's disease,Iowa,333,8.28
7340,2011,Pneumonitis due to solids and liquids,Iowa,248,6.04
7341,2011,Septicemia,Iowa,212,5.44
7342,2011,Stroke,Iowa,1432,34.89
7343,2011,Suicide,Iowa,422,13.91
7344,2011,Unintentional Injuries,Iowa,1369,39.57
7345,2011,All Causes,Kansas,25116,767.2
7346,2011,Alzheimer's disease,Kansas,795,22.61
7347,2011,Cancer,Kansas,5440,170.29
7348,2011,Chronic liver disease and cirrhosis,Kansas,260,8.45
7349,2011,Chronic lower respiratory disease,Kansas,1647,51.29
7350,2011,Diabetes,Kansas,711,22.11
7351,2011,Diseases of Heart,Kansas,5327,158.25
7352,2011,Essential hypertension and hypertensive renal disease,Kansas,163,4.75
7353,2011,Homicide,Kansas,123,4.36
7354,2011,Influenza and pneumonia,Kansas,647,18.77
7355,2011,Kidney Disease,Kansas,574,17.38
7356,2011,Parkinson's disease,Kansas,289,8.9
7357,2011,Pneumonitis due to solids and liquids,Kansas,183,5.43
7358,2011,Septicemia,Kansas,368,11.41
7359,2011,Stroke,Kansas,1338,39.66
7360,2011,Suicide,Kansas,394,13.75
7361,2011,Unintentional Injuries,Kansas,1333,43.8
7362,2011,All Causes,Kentucky,42626,910.3
7363,2011,Alzheimer's disease,Kentucky,1459,32.51
7364,2011,Cancer,Kentucky,9733,200.79
7365,2011,Chronic liver disease and cirrhosis,Kentucky,471,9.48
7366,2011,Chronic lower respiratory disease,Kentucky,3020,64.1
7367,2011,Diabetes,Kentucky,1268,26.52
7368,2011,Diseases of Heart,Kentucky,9905,209.97
7369,2011,Essential hypertension and hypertensive renal disease,Kentucky,287,6.2
7370,2011,Homicide,Kentucky,188,4.28
7371,2011,Influenza and pneumonia,Kentucky,961,20.77
7372,2011,Kidney Disease,Kentucky,971,20.91
7373,2011,Parkinson's disease,Kentucky,322,7.2
7374,2011,Pneumonitis due to solids and liquids,Kentucky,331,7.3
7375,2011,Septicemia,Kentucky,684,14.27
7376,2011,Stroke,Kentucky,2064,44.81
7377,2011,Suicide,Kentucky,675,15.15
7378,2011,Unintentional Injuries,Kentucky,2608,59.52
7379,2011,All Causes,Louisiana,40890,886.6
7380,2011,Alzheimer's disease,Louisiana,1406,32.43
7381,2011,Cancer,Louisiana,9233,193.73
7382,2011,Chronic liver disease and cirrhosis,Louisiana,386,7.84
7383,2011,Chronic lower respiratory disease,Louisiana,1904,41.5
7384,2011,Diabetes,Louisiana,1265,27.07
7385,2011,Diseases of Heart,Louisiana,9781,212.39
7386,2011,Essential hypertension and hypertensive renal disease,Louisiana,378,8.36
7387,2011,Homicide,Louisiana,549,12.06
7388,2011,Influenza and pneumonia,Louisiana,851,18.91
7389,2011,Kidney Disease,Louisiana,1169,25.54
7390,2011,Parkinson's disease,Louisiana,276,6.34
7391,2011,Pneumonitis due to solids and liquids,Louisiana,193,4.31
7392,2011,Septicemia,Louisiana,816,17.96
7393,2011,Stroke,Louisiana,2071,45.67
7394,2011,Suicide,Louisiana,573,12.52
7395,2011,Unintentional Injuries,Louisiana,2091,45.81
7396,2011,All Causes,Maine,13001,752.8
7397,2011,Alzheimer's disease,Maine,481,26.84
7398,2011,Cancer,Maine,3201,182.18
7399,2011,Chronic liver disease and cirrhosis,Maine,157,8.92
7400,2011,Chronic lower respiratory disease,Maine,842,48.36
7401,2011,Diabetes,Maine,353,20
7402,2011,Diseases of Heart,Maine,2648,149.46
7403,2011,Essential hypertension and hypertensive renal disease,Maine,81,4.45
7404,2011,Homicide,Maine,29,2.34
7405,2011,Influenza and pneumonia,Maine,302,16.81
7406,2011,Kidney Disease,Maine,257,14.75
7407,2011,Parkinson's disease,Maine,130,7.64
7408,2011,Pneumonitis due to solids and liquids,Maine,90,5.01
7409,2011,Septicemia,Maine,122,7.03
7410,2011,Stroke,Maine,630,35.79
7411,2011,Suicide,Maine,235,16.63
7412,2011,Unintentional Injuries,Maine,574,38.32
7413,2011,All Causes,Maryland,43745,715.8
7414,2011,Alzheimer's disease,Maryland,922,15.12
7415,2011,Cancer,Maryland,10249,166.06
7416,2011,Chronic liver disease and cirrhosis,Maryland,465,7.02
7417,2011,Chronic lower respiratory disease,Maryland,2050,34.34
7418,2011,Diabetes,Maryland,1297,21.17
7419,2011,Diseases of Heart,Maryland,10557,171.23
7420,2011,Essential hypertension and hypertensive renal disease,Maryland,478,7.72
7421,2011,Homicide,Maryland,418,7.26
7422,2011,Influenza and pneumonia,Maryland,1036,17.09
7423,2011,Kidney Disease,Maryland,713,11.86
7424,2011,Parkinson's disease,Maryland,436,7.52
7425,2011,Pneumonitis due to solids and liquids,Maryland,312,5.2
7426,2011,Septicemia,Maryland,803,13.06
7427,2011,Stroke,Maryland,2306,37.8
7428,2011,Suicide,Maryland,558,9.22
7429,2011,Unintentional Injuries,Maryland,1569,26.07
7430,2011,All Causes,Massachusetts,53710,676.3
7431,2011,Alzheimer's disease,Massachusetts,1819,21.2
7432,2011,Cancer,Massachusetts,12895,166.94
7433,2011,Chronic liver disease and cirrhosis,Massachusetts,583,7.66
7434,2011,Chronic lower respiratory disease,Massachusetts,2651,33.89
7435,2011,Diabetes,Massachusetts,1140,14.58
7436,2011,Diseases of Heart,Massachusetts,11765,143.76
7437,2011,Essential hypertension and hypertensive renal disease,Massachusetts,454,5.48
7438,2011,Homicide,Massachusetts,200,3.04
7439,2011,Influenza and pneumonia,Massachusetts,1418,16.92
7440,2011,Kidney Disease,Massachusetts,1234,15.21
7441,2011,Parkinson's disease,Massachusetts,519,6.63
7442,2011,Pneumonitis due to solids and liquids,Massachusetts,534,6.46
7443,2011,Septicemia,Massachusetts,741,9.43
7444,2011,Stroke,Massachusetts,2466,30.18
7445,2011,Suicide,Massachusetts,585,8.39
7446,2011,Unintentional Injuries,Massachusetts,2224,30.72
7447,2011,All Causes,Michigan,89508,784.2
7448,2011,Alzheimer's disease,Michigan,2876,24.55
7449,2011,Cancer,Michigan,20420,177.75
7450,2011,Chronic liver disease and cirrhosis,Michigan,1166,10
7451,2011,Chronic lower respiratory disease,Michigan,5192,45.54
7452,2011,Diabetes,Michigan,2811,24.56
7453,2011,Diseases of Heart,Michigan,23358,200.08
7454,2011,Essential hypertension and hypertensive renal disease,Michigan,926,7.83
7455,2011,Homicide,Michigan,654,6.94
7456,2011,Influenza and pneumonia,Michigan,1750,15.12
7457,2011,Kidney Disease,Michigan,1642,14.3
7458,2011,Parkinson's disease,Michigan,847,7.54
7459,2011,Pneumonitis due to solids and liquids,Michigan,586,5.04
7460,2011,Septicemia,Michigan,1006,8.73
7461,2011,Stroke,Michigan,4442,38.55
7462,2011,Suicide,Michigan,1221,12.18
7463,2011,Unintentional Injuries,Michigan,3951,38.02
7464,2011,All Causes,Minnesota,39820,659.2
7465,2011,Alzheimer's disease,Minnesota,1451,22.75
7466,2011,Cancer,Minnesota,9489,160.77
7467,2011,Chronic liver disease and cirrhosis,Minnesota,437,7.33
7468,2011,Chronic lower respiratory disease,Minnesota,2170,37.11
7469,2011,Diabetes,Minnesota,1189,20.13
7470,2011,Diseases of Heart,Minnesota,7240,117.01
7471,2011,Essential hypertension and hypertensive renal disease,Minnesota,502,8.03
7472,2011,Homicide,Minnesota,103,1.95
7473,2011,Influenza and pneumonia,Minnesota,680,10.74
7474,2011,Kidney Disease,Minnesota,696,11.44
7475,2011,Parkinson's disease,Minnesota,473,8.03
7476,2011,Pneumonitis due to solids and liquids,Minnesota,282,4.57
7477,2011,Septicemia,Minnesota,338,5.63
7478,2011,Stroke,Minnesota,2154,35
7479,2011,Suicide,Minnesota,683,12.47
7480,2011,Unintentional Injuries,Minnesota,2319,39.87
7481,2011,All Causes,Mississippi,29278,956.1
7482,2011,Alzheimer's disease,Mississippi,975,33.59
7483,2011,Cancer,Mississippi,6278,197.43
7484,2011,Chronic liver disease and cirrhosis,Mississippi,339,10.57
7485,2011,Chronic lower respiratory disease,Mississippi,1694,55.1
7486,2011,Diabetes,Mississippi,996,31.96
7487,2011,Diseases of Heart,Mississippi,7335,240.12
7488,2011,Essential hypertension and hypertensive renal disease,Mississippi,519,16.99
7489,2011,Homicide,Mississippi,312,10.8
7490,2011,Influenza and pneumonia,Mississippi,603,20.21
7491,2011,Kidney Disease,Mississippi,664,21.68
7492,2011,Parkinson's disease,Mississippi,160,5.41
7493,2011,Pneumonitis due to solids and liquids,Mississippi,183,6.13
7494,2011,Septicemia,Mississippi,538,17.47
7495,2011,Stroke,Mississippi,1526,50.57
7496,2011,Suicide,Mississippi,389,13.09
7497,2011,Unintentional Injuries,Mississippi,1724,57.9
7498,2011,All Causes,Missouri,55848,812
7499,2011,Alzheimer's disease,Missouri,1927,27.35
7500,2011,Cancer,Missouri,12473,179.36
7501,2011,Chronic liver disease and cirrhosis,Missouri,516,7.49
7502,2011,Chronic lower respiratory disease,Missouri,3492,50.54
7503,2011,Diabetes,Missouri,1438,20.83
7504,2011,Diseases of Heart,Missouri,13810,197.37
7505,2011,Essential hypertension and hypertensive renal disease,Missouri,462,6.52
7506,2011,Homicide,Missouri,419,7.23
7507,2011,Influenza and pneumonia,Missouri,1205,17.23
7508,2011,Kidney Disease,Missouri,1245,17.88
7509,2011,Parkinson's disease,Missouri,508,7.49
7510,2011,Pneumonitis due to solids and liquids,Missouri,507,7.19
7511,2011,Septicemia,Missouri,794,11.54
7512,2011,Stroke,Missouri,3033,43.44
7513,2011,Suicide,Missouri,933,15.29
7514,2011,Unintentional Injuries,Missouri,3169,50.53
7515,2011,All Causes,Montana,9115,760.6
7516,2011,Alzheimer's disease,Montana,258,20.69
7517,2011,Cancer,Montana,2022,164.81
7518,2011,Chronic liver disease and cirrhosis,Montana,128,11.11
7519,2011,Chronic lower respiratory disease,Montana,637,52.85
7520,2011,Diabetes,Montana,252,20.9
7521,2011,Diseases of Heart,Montana,1921,156.86
7522,2011,Essential hypertension and hypertensive renal disease,Montana,59,4.63
7523,2011,Homicide,Montana,27,2.81
7524,2011,Influenza and pneumonia,Montana,156,12.81
7525,2011,Kidney Disease,Montana,104,8.79
7526,2011,Parkinson's disease,Montana,79,6.68
7527,2011,Pneumonitis due to solids and liquids,Montana,65,5.12
7528,2011,Septicemia,Montana,83,7.09
7529,2011,Stroke,Montana,460,37.88
7530,2011,Suicide,Montana,232,22.54
7531,2011,Unintentional Injuries,Montana,609,56.8
7532,2011,All Causes,Nebraska,15476,719.8
7533,2011,Alzheimer's disease,Nebraska,597,26.02
7534,2011,Cancer,Nebraska,3410,164.09
7535,2011,Chronic liver disease and cirrhosis,Nebraska,129,6.36
7536,2011,Chronic lower respiratory disease,Nebraska,1068,50.47
7537,2011,Diabetes,Nebraska,460,21.74
7538,2011,Diseases of Heart,Nebraska,3265,146.91
7539,2011,Essential hypertension and hypertensive renal disease,Nebraska,212,9.27
7540,2011,Homicide,Nebraska,67,3.85
7541,2011,Influenza and pneumonia,Nebraska,325,14.22
7542,2011,Kidney Disease,Nebraska,214,9.71
7543,2011,Parkinson's disease,Nebraska,191,8.96
7544,2011,Pneumonitis due to solids and liquids,Nebraska,125,5.61
7545,2011,Septicemia,Nebraska,117,5.5
7546,2011,Stroke,Nebraska,810,36.89
7547,2011,Suicide,Nebraska,193,10.53
7548,2011,Unintentional Injuries,Nebraska,678,33.63
7549,2011,All Causes,Nevada,20343,789.7
7550,2011,Alzheimer's disease,Nevada,349,15.8
7551,2011,Cancer,Nevada,4606,170.18
7552,2011,Chronic liver disease and cirrhosis,Nevada,317,10.77
7553,2011,Chronic lower respiratory disease,Nevada,1243,49.8
7554,2011,Diabetes,Nevada,400,15.12
7555,2011,Diseases of Heart,Nevada,5043,196.27
7556,2011,Essential hypertension and hypertensive renal disease,Nevada,162,6.88
7557,2011,Homicide,Nevada,130,4.84
7558,2011,Influenza and pneumonia,Nevada,499,19.73
7559,2011,Kidney Disease,Nevada,412,16.57
7560,2011,Parkinson's disease,Nevada,136,5.85
7561,2011,Pneumonitis due to solids and liquids,Nevada,121,4.96
7562,2011,Septicemia,Nevada,309,11.57
7563,2011,Stroke,Nevada,889,36.02
7564,2011,Suicide,Nevada,516,18.41
7565,2011,Unintentional Injuries,Nevada,1155,42.8
7566,2011,All Causes,New Hampshire,10823,710.4
7567,2011,Alzheimer's disease,New Hampshire,395,25.71
7568,2011,Cancer,New Hampshire,2740,177.54
7569,2011,Chronic liver disease and cirrhosis,New Hampshire,152,9.33
7570,2011,Chronic lower respiratory disease,New Hampshire,650,43.14
7571,2011,Diabetes,New Hampshire,280,18.28
7572,2011,Diseases of Heart,New Hampshire,2333,150.98
7573,2011,Essential hypertension and hypertensive renal disease,New Hampshire,99,6.46
7574,2011,Homicide,New Hampshire,22,1.77
7575,2011,Influenza and pneumonia,New Hampshire,220,14.08
7576,2011,Kidney Disease,New Hampshire,172,11.32
7577,2011,Parkinson's disease,New Hampshire,100,6.82
7578,2011,Pneumonitis due to solids and liquids,New Hampshire,80,5.32
7579,2011,Septicemia,New Hampshire,115,7.71
7580,2011,Stroke,New Hampshire,490,32.33
7581,2011,Suicide,New Hampshire,198,13.76
7582,2011,Unintentional Injuries,New Hampshire,553,38.38
7583,2011,All Causes,New Jersey,70558,690.6
7584,2011,Alzheimer's disease,New Jersey,1960,18.16
7585,2011,Cancer,New Jersey,16708,166.04
7586,2011,Chronic liver disease and cirrhosis,New Jersey,784,7.63
7587,2011,Chronic lower respiratory disease,New Jersey,3157,31.22
7588,2011,Diabetes,New Jersey,2222,21.96
7589,2011,Diseases of Heart,New Jersey,18330,174.92
7590,2011,Essential hypertension and hypertensive renal disease,New Jersey,736,6.98
7591,2011,Homicide,New Jersey,413,4.93
7592,2011,Influenza and pneumonia,New Jersey,1257,12.08
7593,2011,Kidney Disease,New Jersey,1490,14.47
7594,2011,Parkinson's disease,New Jersey,666,6.61
7595,2011,Pneumonitis due to solids and liquids,New Jersey,573,5.46
7596,2011,Septicemia,New Jersey,1726,16.77
7597,2011,Stroke,New Jersey,3418,32.87
7598,2011,Suicide,New Jersey,689,7.48
7599,2011,Unintentional Injuries,New Jersey,2685,28.56
7600,2011,All Causes,New Mexico,16452,748.9
7601,2011,Alzheimer's disease,New Mexico,423,19.82
7602,2011,Cancer,New Mexico,3328,146.86
7603,2011,Chronic liver disease and cirrhosis,New Mexico,468,20.91
7604,2011,Chronic lower respiratory disease,New Mexico,1024,46.24
7605,2011,Diabetes,New Mexico,612,27.33
7606,2011,Diseases of Heart,New Mexico,3333,150.28
7607,2011,Essential hypertension and hypertensive renal disease,New Mexico,136,6.14
7608,2011,Homicide,New Mexico,148,7.52
7609,2011,Influenza and pneumonia,New Mexico,355,16.48
7610,2011,Kidney Disease,New Mexico,268,12.02
7611,2011,Parkinson's disease,New Mexico,170,7.95
7612,2011,Pneumonitis due to solids and liquids,New Mexico,69,3.17
7613,2011,Septicemia,New Mexico,211,9.54
7614,2011,Stroke,New Mexico,727,33.52
7615,2011,Suicide,New Mexico,420,20.34
7616,2011,Unintentional Injuries,New Mexico,1336,64.38
7617,2011,All Causes,New York,149174,665.4
7618,2011,Alzheimer's disease,New York,2563,10.82
7619,2011,Cancer,New York,35469,160.59
7620,2011,Chronic liver disease and cirrhosis,New York,1498,6.8
7621,2011,Chronic lower respiratory disease,New York,6963,31.49
7622,2011,Diabetes,New York,3988,17.98
7623,2011,Diseases of Heart,New York,44501,193.78
7624,2011,Essential hypertension and hypertensive renal disease,New York,2069,8.97
7625,2011,Homicide,New York,830,4.25
7626,2011,Influenza and pneumonia,New York,4915,21.36
7627,2011,Kidney Disease,New York,2197,9.72
7628,2011,Parkinson's disease,New York,1033,4.63
7629,2011,Pneumonitis due to solids and liquids,New York,836,3.62
7630,2011,Septicemia,New York,2210,9.89
7631,2011,Stroke,New York,6254,27.57
7632,2011,Suicide,New York,1658,8.15
7633,2011,Unintentional Injuries,New York,5537,26.4
7634,2011,All Causes,North Carolina,79882,790.9
7635,2011,Alzheimer's disease,North Carolina,2828,29.31
7636,2011,Cancer,North Carolina,18284,175.04
7637,2011,Chronic liver disease and cirrhosis,North Carolina,1030,9.46
7638,2011,Chronic lower respiratory disease,North Carolina,4708,46.72
7639,2011,Diabetes,North Carolina,2278,22.09
7640,2011,Diseases of Heart,North Carolina,17003,167.93
7641,2011,Essential hypertension and hypertensive renal disease,North Carolina,733,7.27
7642,2011,Homicide,North Carolina,532,5.59
7643,2011,Influenza and pneumonia,North Carolina,1619,16.33
7644,2011,Kidney Disease,North Carolina,1705,17.04
7645,2011,Parkinson's disease,North Carolina,705,7.32
7646,2011,Pneumonitis due to solids and liquids,North Carolina,819,8.29
7647,2011,Septicemia,North Carolina,1333,13.17
7648,2011,Stroke,North Carolina,4299,43.2
7649,2011,Suicide,North Carolina,1213,12.29
7650,2011,Unintentional Injuries,North Carolina,4297,43.77
7651,2011,All Causes,North Dakota,5965,697.4
7652,2011,Alzheimer's disease,North Dakota,410,41.46
7653,2011,Cancer,North Dakota,1321,161.04
7654,2011,Chronic liver disease and cirrhosis,North Dakota,84,11.37
7655,2011,Chronic lower respiratory disease,North Dakota,342,39.6
7656,2011,Diabetes,North Dakota,207,24.49
7657,2011,Diseases of Heart,North Dakota,1290,144.56
7658,2011,Essential hypertension and hypertensive renal disease,North Dakota,65,7.13
7659,2011,Homicide,North Dakota,17,*
7660,2011,Influenza and pneumonia,North Dakota,120,12.97
7661,2011,Kidney Disease,North Dakota,110,11.96
7662,2011,Parkinson's disease,North Dakota,56,6.43
7663,2011,Pneumonitis due to solids and liquids,North Dakota,85,9.61
7664,2011,Septicemia,North Dakota,49,5.76
7665,2011,Stroke,North Dakota,337,37.15
7666,2011,Suicide,North Dakota,106,14.86
7667,2011,Unintentional Injuries,North Dakota,298,39.06
7668,2011,All Causes,Ohio,111427,821.8
7669,2011,Alzheimer's disease,Ohio,4037,28.5
7670,2011,Cancer,Ohio,25140,184.92
7671,2011,Chronic liver disease and cirrhosis,Ohio,1311,9.64
7672,2011,Chronic lower respiratory disease,Ohio,6996,51.7
7673,2011,Diabetes,Ohio,3668,26.82
7674,2011,Diseases of Heart,Ohio,26298,189.96
7675,2011,Essential hypertension and hypertensive renal disease,Ohio,1293,9.3
7676,2011,Homicide,Ohio,618,5.57
7677,2011,Influenza and pneumonia,Ohio,2291,16.6
7678,2011,Kidney Disease,Ohio,1943,14.24
7679,2011,Parkinson's disease,Ohio,973,7.21
7680,2011,Pneumonitis due to solids and liquids,Ohio,877,6.3
7681,2011,Septicemia,Ohio,1602,11.82
7682,2011,Stroke,Ohio,5691,41.34
7683,2011,Suicide,Ohio,1465,12.33
7684,2011,Unintentional Injuries,Ohio,5275,43.44
7685,2011,All Causes,Oklahoma,37175,910.9
7686,2011,Alzheimer's disease,Oklahoma,1130,28.17
7687,2011,Cancer,Oklahoma,7997,191.05
7688,2011,Chronic liver disease and cirrhosis,Oklahoma,527,12.69
7689,2011,Chronic lower respiratory disease,Oklahoma,2637,63.84
7690,2011,Diabetes,Oklahoma,1221,29.67
7691,2011,Diseases of Heart,Oklahoma,9399,228.84
7692,2011,Essential hypertension and hypertensive renal disease,Oklahoma,370,9.13
7693,2011,Homicide,Oklahoma,261,7
7694,2011,Influenza and pneumonia,Oklahoma,863,21.07
7695,2011,Kidney Disease,Oklahoma,550,13.35
7696,2011,Parkinson's disease,Oklahoma,250,6.32
7697,2011,Pneumonitis due to solids and liquids,Oklahoma,273,6.8
7698,2011,Septicemia,Oklahoma,437,10.52
7699,2011,Stroke,Oklahoma,1864,45.82
7700,2011,Suicide,Oklahoma,693,18.47
7701,2011,Unintentional Injuries,Oklahoma,2261,58.77
7702,2011,All Causes,Oregon,32788,724.1
7703,2011,Alzheimer's disease,Oregon,1324,28.3
7704,2011,Cancer,Oregon,7802,172.58
7705,2011,Chronic liver disease and cirrhosis,Oregon,545,12.16
7706,2011,Chronic lower respiratory disease,Oregon,2023,45.11
7707,2011,Diabetes,Oregon,1113,24.63
7708,2011,Diseases of Heart,Oregon,6255,135.27
7709,2011,Essential hypertension and hypertensive renal disease,Oregon,459,9.74
7710,2011,Homicide,Oregon,109,2.85
7711,2011,Influenza and pneumonia,Oregon,401,8.7
7712,2011,Kidney Disease,Oregon,316,6.82
7713,2011,Parkinson's disease,Oregon,350,7.94
7714,2011,Pneumonitis due to solids and liquids,Oregon,160,3.35
7715,2011,Septicemia,Oregon,195,4.35
7716,2011,Stroke,Oregon,1913,41.61
7717,2011,Suicide,Oregon,656,16.59
7718,2011,Unintentional Injuries,Oregon,1722,40.58
7719,2011,All Causes,Pennsylvania,128237,776
7720,2011,Alzheimer's disease,Pennsylvania,3496,19.12
7721,2011,Cancer,Pennsylvania,28895,177.96
7722,2011,Chronic liver disease and cirrhosis,Pennsylvania,1216,7.82
7723,2011,Chronic lower respiratory disease,Pennsylvania,6627,39.72
7724,2011,Diabetes,Pennsylvania,3462,21.09
7725,2011,Diseases of Heart,Pennsylvania,31934,185.89
7726,2011,Essential hypertension and hypertensive renal disease,Pennsylvania,1150,6.57
7727,2011,Homicide,Pennsylvania,681,5.6
7728,2011,Influenza and pneumonia,Pennsylvania,2771,15.97
7729,2011,Kidney Disease,Pennsylvania,2873,16.8
7730,2011,Parkinson's disease,Pennsylvania,1295,7.56
7731,2011,Pneumonitis due to solids and liquids,Pennsylvania,1087,6.17
7732,2011,Septicemia,Pennsylvania,2310,13.86
7733,2011,Stroke,Pennsylvania,6825,39.6
7734,2011,Suicide,Pennsylvania,1747,13.18
7735,2011,Unintentional Injuries,Pennsylvania,6216,44.36
7736,2011,All Causes,Rhode Island,9581,707.3
7737,2011,Alzheimer's disease,Rhode Island,320,21.11
7738,2011,Cancer,Rhode Island,2170,167.64
7739,2011,Chronic liver disease and cirrhosis,Rhode Island,142,11.48
7740,2011,Chronic lower respiratory disease,Rhode Island,526,39.53
7741,2011,Diabetes,Rhode Island,180,13.39
7742,2011,Diseases of Heart,Rhode Island,2390,167.72
7743,2011,Essential hypertension and hypertensive renal disease,Rhode Island,62,4.24
7744,2011,Homicide,Rhode Island,19,*
7745,2011,Influenza and pneumonia,Rhode Island,226,15.31
7746,2011,Kidney Disease,Rhode Island,174,12.43
7747,2011,Parkinson's disease,Rhode Island,93,6.97
7748,2011,Pneumonitis due to solids and liquids,Rhode Island,77,5.35
7749,2011,Septicemia,Rhode Island,169,12.21
7750,2011,Stroke,Rhode Island,404,29.36
7751,2011,Suicide,Rhode Island,101,8.89
7752,2011,Unintentional Injuries,Rhode Island,541,44.58
7753,2011,All Causes,South Carolina,42072,839.5
7754,2011,Alzheimer's disease,South Carolina,1560,33.12
7755,2011,Cancer,South Carolina,9543,181.95
7756,2011,Chronic liver disease and cirrhosis,South Carolina,580,10.64
7757,2011,Chronic lower respiratory disease,South Carolina,2402,47.55
7758,2011,Diabetes,South Carolina,1090,20.95
7759,2011,Diseases of Heart,South Carolina,9295,184.54
7760,2011,Essential hypertension and hypertensive renal disease,South Carolina,404,8.11
7761,2011,Homicide,South Carolina,355,7.82
7762,2011,Influenza and pneumonia,South Carolina,768,15.73
7763,2011,Kidney Disease,South Carolina,802,16.06
7764,2011,Parkinson's disease,South Carolina,317,6.65
7765,2011,Pneumonitis due to solids and liquids,South Carolina,280,5.73
7766,2011,Septicemia,South Carolina,781,15.53
7767,2011,Stroke,South Carolina,2287,46.28
7768,2011,Suicide,South Carolina,658,13.59
7769,2011,Unintentional Injuries,South Carolina,2285,48.17
7770,2011,All Causes,South Dakota,7314,720.6
7771,2011,Alzheimer's disease,South Dakota,424,36.7
7772,2011,Cancer,South Dakota,1665,169.68
7773,2011,Chronic liver disease and cirrhosis,South Dakota,102,11.65
7774,2011,Chronic lower respiratory disease,South Dakota,486,47.44
7775,2011,Diabetes,South Dakota,263,26.36
7776,2011,Diseases of Heart,South Dakota,1625,154.02
7777,2011,Essential hypertension and hypertensive renal disease,South Dakota,96,8.63
7778,2011,Homicide,South Dakota,25,3.07
7779,2011,Influenza and pneumonia,South Dakota,178,16.33
7780,2011,Kidney Disease,South Dakota,49,4.46
7781,2011,Parkinson's disease,South Dakota,72,6.88
7782,2011,Pneumonitis due to solids and liquids,South Dakota,58,5.34
7783,2011,Septicemia,South Dakota,71,7.25
7784,2011,Stroke,South Dakota,444,42.25
7785,2011,Suicide,South Dakota,128,15.66
7786,2011,Unintentional Injuries,South Dakota,411,45.03
7787,2011,All Causes,Tennessee,60541,879
7788,2011,Alzheimer's disease,Tennessee,2589,39.51
7789,2011,Cancer,Tennessee,13562,189
7790,2011,Chronic liver disease and cirrhosis,Tennessee,775,10.63
7791,2011,Chronic lower respiratory disease,Tennessee,3658,52.69
7792,2011,Diabetes,Tennessee,1748,24.98
7793,2011,Diseases of Heart,Tennessee,14235,205.43
7794,2011,Essential hypertension and hypertensive renal disease,Tennessee,611,8.99
7795,2011,Homicide,Tennessee,444,7.06
7796,2011,Influenza and pneumonia,Tennessee,1480,21.93
7797,2011,Kidney Disease,Tennessee,810,11.75
7798,2011,Parkinson's disease,Tennessee,500,7.58
7799,2011,Pneumonitis due to solids and liquids,Tennessee,520,7.7
7800,2011,Septicemia,Tennessee,698,10.09
7801,2011,Stroke,Tennessee,3218,47.51
7802,2011,Suicide,Tennessee,955,14.37
7803,2011,Unintentional Injuries,Tennessee,3485,53.33
7804,2011,All Causes,Texas,168640,751.6
7805,2011,Alzheimer's disease,Texas,5415,26.58
7806,2011,Cancer,Texas,37351,162.26
7807,2011,Chronic liver disease and cirrhosis,Texas,3089,12.31
7808,2011,Chronic lower respiratory disease,Texas,9097,42.29
7809,2011,Diabetes,Texas,5091,22.39
7810,2011,Diseases of Heart,Texas,38094,172.52
7811,2011,Essential hypertension and hypertensive renal disease,Texas,1531,7.06
7812,2011,Homicide,Texas,1266,4.9
7813,2011,Influenza and pneumonia,Texas,3055,14.15
7814,2011,Kidney Disease,Texas,3397,15.44
7815,2011,Parkinson's disease,Texas,1496,7.35
7816,2011,Pneumonitis due to solids and liquids,Texas,1247,5.91
7817,2011,Septicemia,Texas,3432,15.37
7818,2011,Stroke,Texas,9065,41.91
7819,2011,Suicide,Texas,2896,11.49
7820,2011,Unintentional Injuries,Texas,9410,38.66
7821,2011,All Causes,United States,2515458,741.3
7822,2011,Alzheimer's disease,United States,84974,24.73
7823,2011,Cancer,United States,576691,168.96
7824,2011,Chronic liver disease and cirrhosis,United States,33642,9.68
7825,2011,Chronic lower respiratory disease,United States,142943,42.51
7826,2011,Diabetes,United States,73831,21.65
7827,2011,Diseases of Heart,United States,596577,173.7
7828,2011,Essential hypertension and hypertensive renal disease,United States,27853,8.07
7829,2011,Homicide,United States,16238,5.28
7830,2011,Influenza and pneumonia,United States,53826,15.74
7831,2011,Kidney Disease,United States,45591,13.41
7832,2011,Parkinson's disease,United States,23111,6.99
7833,2011,Pneumonitis due to solids and liquids,United States,18195,5.31
7834,2011,Septicemia,United States,35748,10.54
7835,2011,Stroke,United States,128932,37.9
7836,2011,Suicide,United States,39518,12.34
7837,2011,Unintentional Injuries,United States,126438,39.13
7838,2011,All Causes,Utah,15266,699.1
7839,2011,Alzheimer's disease,Utah,402,20.01
7840,2011,Cancer,Utah,2746,125.7
7841,2011,Chronic liver disease and cirrhosis,Utah,174,7.5
7842,2011,Chronic lower respiratory disease,Utah,647,30.24
