YEAR,CAUSE_NAME,STATE,DEATHS,AADR
2012,Pneumonitis due to solids and liquids,Nevada,155,6.02
2012,Septicemia,Nevada,272,10.03
2012,Stroke,Nevada,897,34.31
2012,Suicide,Nevada,524,18.24
2012,Unintentional Injuries,Nevada,1177,42.38
2012,All Causes,New Hampshire,10730,687.5
2012,Alzheimer's disease,New Hampshire,392,25.14
2012,Cancer,New Hampshire,2660,167.78
2012,Chronic liver disease and cirrhosis,New Hampshire,121,7.37
2012,Chronic lower respiratory disease,New Hampshire,674,43.53
2012,Diabetes,New Hampshire,275,17.5
2012,Diseases of Heart,New Hampshire,2324,146.14
2012,Essential hypertension and hypertensive renal disease,New Hampshire,84,5.19
2012,Homicide,New Hampshire,16,*
2012,Influenza and pneumonia,New Hampshire,204,12.81
2012,Kidney Disease,New Hampshire,161,10.24
2012,Parkinson's disease,New Hampshire,120,8.03
2012,Pneumonitis due to solids and liquids,New Hampshire,60,3.9
2012,Septicemia,New Hampshire,113,7.06
2012,Stroke,New Hampshire,457,29.3
2012,Suicide,New Hampshire,202,14.12
2012,Unintentional Injuries,New Hampshire,573,40.13
2012,All Causes,New Jersey,70534,677.6
2012,Alzheimer's disease,New Jersey,1881,17.14
2012,Cancer,New Jersey,16485,160.31
2012,Chronic liver disease and cirrhosis,New Jersey,721,7.04
2012,Chronic lower respiratory disease,New Jersey,3271,31.68
2012,Diabetes,New Jersey,1988,19.26
2012,Diseases of Heart,New Jersey,18340,171.54
2012,Essential hypertension and hypertensive renal disease,New Jersey,881,8.16
2012,Homicide,New Jersey,405,4.79
2012,Influenza and pneumonia,New Jersey,1131,10.6
2012,Kidney Disease,New Jersey,1431,13.61
2012,Parkinson's disease,New Jersey,633,6.19
2012,Pneumonitis due to solids and liquids,New Jersey,575,5.35
2012,Septicemia,New Jersey,1672,16.03
2012,Stroke,New Jersey,3440,32.72
2012,Suicide,New Jersey,683,7.41
2012,Unintentional Injuries,New Jersey,2990,31.66
2012,All Causes,New Mexico,16710,744.6
2012,Alzheimer's disease,New Mexico,373,17.06
2012,Cancer,New Mexico,3462,148.14
2012,Chronic liver disease and cirrhosis,New Mexico,442,19.33
2012,Chronic lower respiratory disease,New Mexico,965,42.47
2012,Diabetes,New Mexico,652,28.26
2012,Diseases of Heart,New Mexico,3352,147.83
2012,Essential hypertension and hypertensive renal disease,New Mexico,143,6.33
2012,Homicide,New Mexico,133,6.6
2012,Influenza and pneumonia,New Mexico,281,12.46
2012,Kidney Disease,New Mexico,285,12.58
2012,Parkinson's disease,New Mexico,174,7.91
2012,Pneumonitis due to solids and liquids,New Mexico,74,3.29
2012,Septicemia,New Mexico,220,9.63
2012,Stroke,New Mexico,677,30.25
2012,Suicide,New Mexico,442,21.34
2012,Unintentional Injuries,New Mexico,1351,64.95
2012,All Causes,New York,148991,652.1
2012,Alzheimer's disease,New York,2640,10.93
2012,Cancer,New York,35882,159.44
2012,Chronic liver disease and cirrhosis,New York,1507,6.71
2012,Chronic lower respiratory disease,New York,7034,31.06
2012,Diabetes,New York,4010,17.68
2012,Diseases of Heart,New York,43795,186.54
2012,Essential hypertension and hypertensive renal disease,New York,2001,8.55
2012,Homicide,New York,730,3.74
2012,Influenza and pneumonia,New York,4404,18.81
2012,Kidney Disease,New York,2240,9.76
2012,Parkinson's disease,New York,1092,4.82
2012,Pneumonitis due to solids and liquids,New York,862,3.63
2012,Septicemia,New York,2355,10.31
2012,Stroke,New York,6139,26.59
2012,Suicide,New York,1708,8.26
2012,Unintentional Injuries,New York,5786,27.4
2012,All Causes,North Carolina,81925,786.4
2012,Alzheimer's disease,North Carolina,2850,28.44
2012,Cancer,North Carolina,18405,170.23
2012,Chronic liver disease and cirrhosis,North Carolina,1086,9.86
2012,Chronic lower respiratory disease,North Carolina,4844,46.35
2012,Diabetes,North Carolina,2409,22.59
2012,Diseases of Heart,North Carolina,17348,166.05
2012,Essential hypertension and hypertensive renal disease,North Carolina,838,8.04
2012,Homicide,North Carolina,567,5.92
2012,Influenza and pneumonia,North Carolina,1899,18.46
2012,Kidney Disease,North Carolina,1656,15.89
2012,Parkinson's disease,North Carolina,745,7.45
2012,Pneumonitis due to solids and liquids,North Carolina,717,7.02
2012,Septicemia,North Carolina,1291,12.32
2012,Stroke,North Carolina,4410,42.82
2012,Suicide,North Carolina,1286,12.72
2012,Unintentional Injuries,North Carolina,4281,43.02
2012,All Causes,North Dakota,6038,701.2
2012,Alzheimer's disease,North Dakota,364,36.63
2012,Cancer,North Dakota,1253,150.66
2012,Chronic liver disease and cirrhosis,North Dakota,83,11.3
2012,Chronic lower respiratory disease,North Dakota,306,35.32
2012,Diabetes,North Dakota,185,21.95
2012,Diseases of Heart,North Dakota,1368,151.62
2012,Essential hypertension and hypertensive renal disease,North Dakota,82,8.78
2012,Homicide,North Dakota,16,*
2012,Influenza and pneumonia,North Dakota,133,14.29
2012,Kidney Disease,North Dakota,117,13.29
2012,Parkinson's disease,North Dakota,67,7.25
2012,Pneumonitis due to solids and liquids,North Dakota,86,9.33
2012,Septicemia,North Dakota,66,7.64
2012,Stroke,North Dakota,343,37.31
2012,Suicide,North Dakota,105,15.17
2012,Unintentional Injuries,North Dakota,318,41.08
2012,All Causes,Ohio,112498,817.9
2012,Alzheimer's disease,Ohio,3935,27.37
2012,Cancer,Ohio,25261,182.68
2012,Chronic liver disease and cirrhosis,Ohio,1318,9.63
2012,Chronic lower respiratory disease,Ohio,7070,51.22
2012,Diabetes,Ohio,3618,26.13
2012,Diseases of Heart,Ohio,26426,187.73
2012,Essential hypertension and hypertensive renal disease,Ohio,1267,8.89
2012,Homicide,Ohio,632,5.74
2012,Influenza and pneumonia,Ohio,2195,15.54
2012,Kidney Disease,Ohio,2056,14.78
2012,Parkinson's disease,Ohio,1028,7.52
2012,Pneumonitis due to solids and liquids,Ohio,885,6.24
2012,Septicemia,Ohio,1616,11.71
2012,Stroke,Ohio,5788,41.24
2012,Suicide,Ohio,1542,13.02
2012,Unintentional Injuries,Ohio,5420,44.66
2012,All Causes,Oklahoma,36870,891.5
2012,Alzheimer's disease,Oklahoma,1069,26.28
2012,Cancer,Oklahoma,8040,189.86
2012,Chronic liver disease and cirrhosis,Oklahoma,597,14.18
2012,Chronic lower respiratory disease,Oklahoma,2585,61.43
2012,Diabetes,Oklahoma,1201,28.43
2012,Diseases of Heart,Oklahoma,9198,220.37
2012,Essential hypertension and hypertensive renal disease,Oklahoma,370,8.95
2012,Homicide,Oklahoma,270,7.27
2012,Influenza and pneumonia,Oklahoma,573,13.8
2012,Kidney Disease,Oklahoma,554,13.38
2012,Parkinson's disease,Oklahoma,299,7.35
2012,Pneumonitis due to solids and liquids,Oklahoma,260,6.28
2012,Septicemia,Oklahoma,510,12.28
2012,Stroke,Oklahoma,1893,45.72
2012,Suicide,Oklahoma,670,17.6
2012,Unintentional Injuries,Oklahoma,2388,61.56
2012,All Causes,Oregon,32759,706.6
2012,Alzheimer's disease,Oregon,1326,27.89
2012,Cancer,Oregon,7832,168.02
2012,Chronic liver disease and cirrhosis,Oregon,530,11.48
2012,Chronic lower respiratory disease,Oregon,1915,42.2
2012,Diabetes,Oregon,1126,24.26
2012,Diseases of Heart,Oregon,6180,130.28
2012,Essential hypertension and hypertensive renal disease,Oregon,500,10.27
2012,Homicide,Oregon,110,2.8
2012,Influenza and pneumonia,Oregon,382,8.06
2012,Kidney Disease,Oregon,320,6.86
2012,Parkinson's disease,Oregon,362,7.99
2012,Pneumonitis due to solids and liquids,Oregon,135,2.86
2012,Septicemia,Oregon,176,3.73
2012,Stroke,Oregon,1763,37.47
2012,Suicide,Oregon,724,17.82
2012,Unintentional Injuries,Oregon,1709,39.86
2012,All Causes,Pennsylvania,126981,759.2
2012,Alzheimer's disease,Pennsylvania,3505,18.9
2012,Cancer,Pennsylvania,28909,175.51
2012,Chronic liver disease and cirrhosis,Pennsylvania,1240,7.92
2012,Chronic lower respiratory disease,Pennsylvania,6550,38.75
2012,Diabetes,Pennsylvania,3735,22.26
2012,Diseases of Heart,Pennsylvania,30952,177.71
2012,Essential hypertension and hypertensive renal disease,Pennsylvania,1046,5.91
2012,Homicide,Pennsylvania,698,5.83
2012,Influenza and pneumonia,Pennsylvania,2360,13.47
2012,Kidney Disease,Pennsylvania,2736,15.82
2012,Parkinson's disease,Pennsylvania,1265,7.31
2012,Pneumonitis due to solids and liquids,Pennsylvania,897,5.09
2012,Septicemia,Pennsylvania,2067,12.3
2012,Stroke,Pennsylvania,6546,37.4
2012,Suicide,Pennsylvania,1647,12.39
2012,Unintentional Injuries,Pennsylvania,6334,44.97
2012,All Causes,Rhode Island,9354,686.5
2012,Alzheimer's disease,Rhode Island,299,19.81
2012,Cancer,Rhode Island,2148,163.47
2012,Chronic liver disease and cirrhosis,Rhode Island,139,10.96
2012,Chronic lower respiratory disease,Rhode Island,504,36.87
2012,Diabetes,Rhode Island,198,14.74
2012,Diseases of Heart,Rhode Island,2360,165.16
2012,Essential hypertension and hypertensive renal disease,Rhode Island,64,4.35
2012,Homicide,Rhode Island,30,3
2012,Influenza and pneumonia,Rhode Island,161,11.19
2012,Kidney Disease,Rhode Island,135,9.74
2012,Parkinson's disease,Rhode Island,85,6.21
2012,Pneumonitis due to solids and liquids,Rhode Island,65,4.26
2012,Septicemia,Rhode Island,122,9.05
2012,Stroke,Rhode Island,433,30.56
2012,Suicide,Rhode Island,105,9.46
2012,Unintentional Injuries,Rhode Island,525,44.09
2012,All Causes,South Carolina,43198,835.2
2012,Alzheimer's disease,South Carolina,1634,33.58
2012,Cancer,South Carolina,9728,178.8
2012,Chronic liver disease and cirrhosis,South Carolina,573,10.56
2012,Chronic lower respiratory disease,South Carolina,2467,46.88
2012,Diabetes,South Carolina,1197,22.28
2012,Diseases of Heart,South Carolina,9364,180.16
2012,Essential hypertension and hypertensive renal disease,South Carolina,408,7.93
2012,Homicide,South Carolina,373,8.15
2012,Influenza and pneumonia,South Carolina,726,14.41
2012,Kidney Disease,South Carolina,860,16.43
2012,Parkinson's disease,South Carolina,349,7.16
2012,Pneumonitis due to solids and liquids,South Carolina,259,5.16
2012,Septicemia,South Carolina,753,14.36
2012,Stroke,South Carolina,2349,45.88
2012,Suicide,South Carolina,673,13.69
2012,Unintentional Injuries,South Carolina,2336,48.25
2012,All Causes,South Dakota,7333,712.3
2012,Alzheimer's disease,South Dakota,460,39.42
2012,Cancer,South Dakota,1630,163.02
2012,Chronic liver disease and cirrhosis,South Dakota,114,13.42
2012,Chronic lower respiratory disease,South Dakota,481,45.67
2012,Diabetes,South Dakota,218,21.46
2012,Diseases of Heart,South Dakota,1668,155.43
2012,Essential hypertension and hypertensive renal disease,South Dakota,78,6.78
2012,Homicide,South Dakota,20,2.4
2012,Influenza and pneumonia,South Dakota,185,16.64
2012,Kidney Disease,South Dakota,58,5.59
2012,Parkinson's disease,South Dakota,51,4.86
2012,Pneumonitis due to solids and liquids,South Dakota,58,5.23
2012,Septicemia,South Dakota,66,6.4
2012,Stroke,South Dakota,408,37.37
2012,Suicide,South Dakota,141,16.8
2012,Unintentional Injuries,South Dakota,426,47.42
2012,All Causes,Tennessee,61956,880.6
2012,Alzheimer's disease,Tennessee,2434,36.32
2012,Cancer,Tennessee,13765,187.56
2012,Chronic liver disease and cirrhosis,Tennessee,813,10.98
2012,Chronic lower respiratory disease,Tennessee,3695,51.75
2012,Diabetes,Tennessee,1852,25.77
2012,Diseases of Heart,Tennessee,14454,203.71
2012,Essential hypertension and hypertensive renal disease,Tennessee,672,9.65
2012,Homicide,Tennessee,471,7.42
2012,Influenza and pneumonia,Tennessee,1435,20.64
2012,Kidney Disease,Tennessee,933,13.42
2012,Parkinson's disease,Tennessee,494,7.32
2012,Pneumonitis due to solids and liquids,Tennessee,542,7.94
2012,Septicemia,Tennessee,722,10.26
2012,Stroke,Tennessee,3120,44.87
2012,Suicide,Tennessee,978,14.62
2012,Unintentional Injuries,Tennessee,3513,53.05
2012,All Causes,Texas,174187,753.3
2012,Alzheimer's disease,Texas,5175,24.6
2012,Cancer,Texas,38142,160.27
2012,Chronic liver disease and cirrhosis,Texas,3300,12.81
2012,Chronic lower respiratory disease,Texas,9524,42.66
2012,Diabetes,Texas,5136,21.88
2012,Diseases of Heart,Texas,39061,171.33
2012,Essential hypertension and hypertensive renal disease,Texas,1725,7.69
2012,Homicide,Texas,1324,5.07
2012,Influenza and pneumonia,Texas,2974,13.38
2012,Kidney Disease,Texas,3525,15.57
2012,Parkinson's disease,Texas,1587,7.57
2012,Pneumonitis due to solids and liquids,Texas,1234,5.66
2012,Septicemia,Texas,3617,15.69
2012,Stroke,Texas,9305,41.79
2012,Suicide,Texas,3037,11.88
2012,Unintentional Injuries,Texas,9313,37.42
2012,All Causes,United States,2543279,732.8
2012,Alzheimer's disease,United States,83637,23.78
2012,Cancer,United States,582623,166.48
2012,Chronic liver disease and cirrhosis,United States,34979,9.91
2012,Chronic lower respiratory disease,United States,143489,41.54
2012,Diabetes,United States,73932,21.18
2012,Diseases of Heart,United States,599711,170.5
2012,Essential hypertension and hypertensive renal disease,United States,29115,8.2
2012,Homicide,United States,16688,5.42
2012,Influenza and pneumonia,United States,50636,14.45
2012,Kidney Disease,United States,45622,13.12
2012,Parkinson's disease,United States,23818,7.04
2012,Pneumonitis due to solids and liquids,United States,17897,5.1
2012,Septicemia,United States,35842,10.33
2012,Stroke,United States,128546,36.89
2012,Suicide,United States,40600,12.59
2012,Unintentional Injuries,United States,127792,39.06
2012,All Causes,Utah,15676,700
2012,Alzheimer's disease,Utah,411,19.85
2012,Cancer,Utah,2876,128.21
2012,Chronic liver disease and cirrhosis,Utah,206,8.48
2012,Chronic lower respiratory disease,Utah,663,30.62
2012,Diabetes,Utah,541,24.6
2012,Diseases of Heart,Utah,3091,142.36
2012,Essential hypertension and hypertensive renal disease,Utah,137,6.38
2012,Homicide,Utah,46,1.68
2012,Influenza and pneumonia,Utah,337,15.6
2012,Kidney Disease,Utah,270,12.41
2012,Parkinson's disease,Utah,194,9.51
2012,Pneumonitis due to solids and liquids,Utah,124,5.76
2012,Septicemia,Utah,153,6.87
2012,Stroke,Utah,809,37.77
2012,Suicide,Utah,550,21.01
2012,Unintentional Injuries,Utah,1097,44.48
2012,All Causes,Vermont,5491,700.1
2012,Alzheimer's disease,Vermont,284,35.28
2012,Cancer,Vermont,1325,165.01
2012,Chronic liver disease and cirrhosis,Vermont,44,5.62
2012,Chronic lower respiratory disease,Vermont,364,46.27
2012,Diabetes,Vermont,168,21.36
2012,Diseases of Heart,Vermont,1206,150.59
2012,Essential hypertension and hypertensive renal disease,Vermont,52,6.3
2012,Homicide,Vermont,x,x
2012,Influenza and pneumonia,Vermont,81,9.93
2012,Kidney Disease,Vermont,21,2.63
2012,Parkinson's disease,Vermont,51,6.82
2012,Pneumonitis due to solids and liquids,Vermont,34,4.21
2012,Septicemia,Vermont,31,4.04
2012,Stroke,Vermont,281,35.86
2012,Suicide,Vermont,87,13.02
2012,Unintentional Injuries,Vermont,333,47.38
2012,All Causes,Virginia,61564,730.2
2012,Alzheimer's disease,Virginia,1712,21.2
2012,Cancer,Virginia,14294,165.01
2012,Chronic liver disease and cirrhosis,Virginia,822,8.9
2012,Chronic lower respiratory disease,Virginia,3070,36.92
2012,Diabetes,Virginia,1603,18.64
2012,Diseases of Heart,Virginia,13386,158.57
2012,Essential hypertension and hypertensive renal disease,Virginia,643,7.62
2012,Homicide,Virginia,335,4.08
2012,Influenza and pneumonia,Virginia,1307,15.83
2012,Kidney Disease,Virginia,1523,18.25
2012,Parkinson's disease,Virginia,564,7.13
2012,Pneumonitis due to solids and liquids,Virginia,542,6.68
2012,Septicemia,Virginia,1321,15.75
2012,Stroke,Virginia,3394,40.71
2012,Suicide,Virginia,1063,12.65
2012,Unintentional Injuries,Virginia,2883,34.53
2012,All Causes,Washington,50105,681.5
2012,Alzheimer's disease,Washington,3219,43.75
2012,Cancer,Washington,11952,161.38
2012,Chronic liver disease and cirrhosis,Washington,860,11.08
2012,Chronic lower respiratory disease,Washington,2955,41
2012,Diabetes,Washington,1650,22.44
2012,Diseases of Heart,Washington,10360,139.28
2012,Essential hypertension and hypertensive renal disease,Washington,569,7.62
2012,Homicide,Washington,227,3.3
2012,Influenza and pneumonia,Washington,728,9.88
2012,Kidney Disease,Washington,482,6.61
2012,Parkinson's disease,Washington,577,8.42
2012,Pneumonitis due to solids and liquids,Washington,511,7.01
2012,Septicemia,Washington,415,5.66
2012,Stroke,Washington,2513,34.34
2012,Suicide,Washington,1038,14.53
2012,Unintentional Injuries,Washington,2760,38.31
2012,All Causes,West Virginia,21915,939.3
2012,Alzheimer's disease,West Virginia,598,25.32
2012,Cancer,West Virginia,4684,191.8
2012,Chronic liver disease and cirrhosis,West Virginia,256,10.82
2012,Chronic lower respiratory disease,West Virginia,1524,62.4
2012,Diabetes,West Virginia,741,30.51
2012,Diseases of Heart,West Virginia,4942,208.11
2012,Essential hypertension and hypertensive renal disease,West Virginia,254,10.52
2012,Homicide,West Virginia,103,5.91
2012,Influenza and pneumonia,West Virginia,425,18.05
2012,Kidney Disease,West Virginia,471,19.71
2012,Parkinson's disease,West Virginia,181,7.76
2012,Pneumonitis due to solids and liquids,West Virginia,127,5.4
2012,Septicemia,West Virginia,327,13.79
2012,Stroke,West Virginia,1140,47.93
2012,Suicide,West Virginia,326,17.11
2012,Unintentional Injuries,West Virginia,1371,70.8
2012,All Causes,Wisconsin,48384,707.8
2012,Alzheimer's disease,Wisconsin,1646,22.64
2012,Cancer,Wisconsin,11252,166.26
2012,Chronic liver disease and cirrhosis,Wisconsin,570,8.61
2012,Chronic lower respiratory disease,Wisconsin,2524,37.14
2012,Diabetes,Wisconsin,1289,19
2012,Diseases of Heart,Wisconsin,11282,160.68
2012,Essential hypertension and hypertensive renal disease,Wisconsin,412,5.75
2012,Homicide,Wisconsin,187,3.5
2012,Influenza and pneumonia,Wisconsin,996,14.14
2012,Kidney Disease,Wisconsin,1024,14.75
2012,Parkinson's disease,Wisconsin,540,7.95
2012,Pneumonitis due to solids and liquids,Wisconsin,315,4.48
2012,Septicemia,Wisconsin,439,6.44
2012,Stroke,Wisconsin,2520,36.04
2012,Suicide,Wisconsin,723,12.36
2012,Unintentional Injuries,Wisconsin,2825,44.67
2012,All Causes,Wyoming,4481,748.3
2012,Alzheimer's disease,Wyoming,123,21.5
2012,Cancer,Wyoming,955,154.2
2012,Chronic liver disease and cirrhosis,Wyoming,103,16.37
2012,Chronic lower respiratory disease,Wyoming,334,55.75
2012,Diabetes,Wyoming,97,15.89
2012,Diseases of Heart,Wyoming,1005,167.16
2012,Essential hypertension and hypertensive renal disease,Wyoming,29,4.91
2012,Homicide,Wyoming,20,3.48
2012,Influenza and pneumonia,Wyoming,91,15.67
2012,Kidney Disease,Wyoming,72,12.33
2012,Parkinson's disease,Wyoming,39,6.96
2012,Pneumonitis due to solids and liquids,Wyoming,27,4.62
2012,Septicemia,Wyoming,55,9.09
2012,Stroke,Wyoming,205,34.9
2012,Suicide,Wyoming,171,29.56
2012,Unintentional Injuries,Wyoming,308,52.92
2013,All Causes,Alabama,50189,925.2
2013,Alzheimer's disease,Alabama,1398,26.67
2013,Cancer,Alabama,10328,182.17
2013,Chronic liver disease and cirrhosis,Alabama,577,10.07
2013,Chronic lower respiratory disease,Alabama,3043,54.82
2013,Diabetes,Alabama,1349,24.34
2013,Diseases of Heart,Alabama,12472,228.36
2013,Essential hypertension and hypertensive renal disease,Alabama,585,10.64
2013,Homicide,Alabama,417,8.95
2013,Influenza and pneumonia,Alabama,1035,19.22
2013,Kidney Disease,Alabama,1057,19.28
2013,Parkinson's disease,Alabama,425,8.08
2013,Pneumonitis due to solids and liquids,Alabama,284,5.32
2013,Septicemia,Alabama,965,17.48
2013,Stroke,Alabama,2604,48.06
2013,Suicide,Alabama,721,14.4
2013,Unintentional Injuries,Alabama,2329,47.24
2013,All Causes,Alaska,3997,724.4
2013,Alzheimer's disease,Alaska,72,18.86
2013,Cancer,Alaska,1016,171.95
2013,Chronic liver disease and cirrhosis,Alaska,82,11.28
2013,Chronic lower respiratory disease,Alaska,197,37.88
2013,Diabetes,Alaska,112,20.08
2013,Diseases of Heart,Alaska,706,134.96
2013,Essential hypertension and hypertensive renal disease,Alaska,35,6.93
2013,Homicide,Alaska,43,5.65
2013,Influenza and pneumonia,Alaska,66,14.06
2013,Kidney Disease,Alaska,49,10.07
2013,Parkinson's disease,Alaska,36,8.88
2013,Pneumonitis due to solids and liquids,Alaska,16,*
2013,Septicemia,Alaska,37,6.65
2013,Stroke,Alaska,189,40.72
2013,Suicide,Alaska,171,23.16
2013,Unintentional Injuries,Alaska,353,52.45
2013,All Causes,Arizona,50534,674.2
2013,Alzheimer's disease,Arizona,2383,31.65
2013,Cancer,Arizona,11347,146.96
2013,Chronic liver disease and cirrhosis,Arizona,1069,14.7
2013,Chronic lower respiratory disease,Arizona,3345,43.49
2013,Diabetes,Arizona,1786,23.47
2013,Diseases of Heart,Arizona,10755,141.12
2013,Essential hypertension and hypertensive renal disease,Arizona,775,10.19
2013,Homicide,Arizona,389,5.97
2013,Influenza and pneumonia,Arizona,776,10.38
2013,Kidney Disease,Arizona,374,4.91
2013,Parkinson's disease,Arizona,584,7.77
2013,Pneumonitis due to solids and liquids,Arizona,260,3.46
2013,Septicemia,Arizona,370,4.9
2013,Stroke,Arizona,2162,28.61
2013,Suicide,Arizona,1163,17.51
2013,Unintentional Injuries,Arizona,3349,48.62
2013,All Causes,Arkansas,30437,893.8
2013,Alzheimer's disease,Arkansas,918,27.19
2013,Cancer,Arkansas,6688,190.03
2013,Chronic liver disease and cirrhosis,Arkansas,338,9.77
2013,Chronic lower respiratory disease,Arkansas,2090,60.12
2013,Diabetes,Arkansas,835,24.22
2013,Diseases of Heart,Arkansas,7377,214.06
2013,Essential hypertension and hypertensive renal disease,Arkansas,276,8.14
2013,Homicide,Arkansas,212,7.48
2013,Influenza and pneumonia,Arkansas,794,23.25
2013,Kidney Disease,Arkansas,762,21.97
2013,Parkinson's disease,Arkansas,196,5.75
2013,Pneumonitis due to solids and liquids,Arkansas,194,5.66
2013,Septicemia,Arkansas,529,15.39
2013,Stroke,Arkansas,1637,47.61
2013,Suicide,Arkansas,516,17.34
2013,Unintentional Injuries,Arkansas,1373,44.84
2013,All Causes,California,248359,630.1
2013,Alzheimer's disease,California,11891,29.98
2013,Cancer,California,57714,146.98
2013,Chronic liver disease and cirrhosis,California,4824,11.82
2013,Chronic lower respiratory disease,California,13598,35.27
2013,Diabetes,California,8057,20.58
2013,Diseases of Heart,California,60299,151.84
2013,Essential hypertension and hypertensive renal disease,California,4720,11.88
2013,Homicide,California,1890,4.87
2013,Influenza and pneumonia,California,6551,16.55
2013,Kidney Disease,California,2840,7.22
2013,Parkinson's disease,California,2543,6.72
2013,Pneumonitis due to solids and liquids,California,1498,3.81
2013,Septicemia,California,1310,3.33
2013,Stroke,California,13698,34.92
2013,Suicide,California,4025,10.2
2013,Unintentional Injuries,California,11538,29.17
2013,All Causes,Colorado,33712,655.4
2013,Alzheimer's disease,Colorado,1316,27.17
2013,Cancer,Colorado,7357,139.15
2013,Chronic liver disease and cirrhosis,Colorado,712,12.62
2013,Chronic lower respiratory disease,Colorado,2297,45.93
2013,Diabetes,Colorado,788,14.98
2013,Diseases of Heart,Colorado,6456,125.7
2013,Essential hypertension and hypertensive renal disease,Colorado,260,5.17
2013,Homicide,Colorado,184,3.52
2013,Influenza and pneumonia,Colorado,606,11.96
2013,Kidney Disease,Colorado,450,8.99
2013,Parkinson's disease,Colorado,372,7.84
2013,Pneumonitis due to solids and liquids,Colorado,290,5.78
2013,Septicemia,Colorado,392,7.6
2013,Stroke,Colorado,1588,31.99
2013,Suicide,Colorado,1007,18.56
2013,Unintentional Injuries,Colorado,2422,46.42
2013,All Causes,Connecticut,29632,646.3
2013,Alzheimer's disease,Connecticut,824,16.23
2013,Cancer,Connecticut,6619,148.39
2013,Chronic liver disease and cirrhosis,Connecticut,336,7.74
2013,Chronic lower respiratory disease,Connecticut,1348,29.66
2013,Diabetes,Connecticut,664,14.77
2013,Diseases of Heart,Connecticut,7090,148.92
2013,Essential hypertension and hypertensive renal disease,Connecticut,374,7.75
2013,Homicide,Connecticut,100,2.93
2013,Influenza and pneumonia,Connecticut,604,12.2
2013,Kidney Disease,Connecticut,565,11.92
2013,Parkinson's disease,Connecticut,279,6.03
2013,Pneumonitis due to solids and liquids,Connecticut,370,7.64
2013,Septicemia,Connecticut,575,12.57
2013,Stroke,Connecticut,1348,28.28
2013,Suicide,Connecticut,330,8.74
2013,Unintentional Injuries,Connecticut,1582,39.31
2013,All Causes,Delaware,7967,726.8
2013,Alzheimer's disease,Delaware,192,17.59
2013,Cancer,Delaware,1905,167.63
2013,Chronic liver disease and cirrhosis,Delaware,82,7.18
2013,Chronic lower respiratory disease,Delaware,482,43.47
2013,Diabetes,Delaware,218,19.38
2013,Diseases of Heart,Delaware,1861,168.01
2013,Essential hypertension and hypertensive renal disease,Delaware,69,6.24
2013,Homicide,Delaware,52,5.81
2013,Influenza and pneumonia,Delaware,150,13.56
2013,Kidney Disease,Delaware,178,16.02
2013,Parkinson's disease,Delaware,81,7.4
2013,Pneumonitis due to solids and liquids,Delaware,51,4.71
2013,Septicemia,Delaware,157,14.27
2013,Stroke,Delaware,409,36.96
2013,Suicide,Delaware,122,12.49
2013,Unintentional Injuries,Delaware,412,42.92
2013,All Causes,District of Columbia,4719,752
2013,Alzheimer's disease,District of Columbia,130,19.76
2013,Cancer,District of Columbia,1095,178.21
2013,Chronic liver disease and cirrhosis,District of Columbia,51,8.07
2013,Chronic lower respiratory disease,District of Columbia,150,25
2013,Diabetes,District of Columbia,108,17.93
2013,Diseases of Heart,District of Columbia,1340,213.52
2013,Essential hypertension and hypertensive renal disease,District of Columbia,56,8.99
2013,Homicide,District of Columbia,90,12.06
2013,Influenza and pneumonia,District of Columbia,83,13.21
2013,Kidney Disease,District of Columbia,54,8.8
2013,Parkinson's disease,District of Columbia,34,5.76
2013,Pneumonitis due to solids and liquids,District of Columbia,23,3.7
2013,Septicemia,District of Columbia,72,11.5
2013,Stroke,District of Columbia,187,30.06
2013,Suicide,District of Columbia,38,5.74
2013,Unintentional Injuries,District of Columbia,216,33.58
2013,All Causes,Florida,181112,663.4
2013,Alzheimer's disease,Florida,5093,16.86
2013,Cancer,Florida,42735,155.91
2013,Chronic liver disease and cirrhosis,Florida,2668,10.69
2013,Chronic lower respiratory disease,Florida,11379,39.91
2013,Diabetes,Florida,5238,19.23
2013,Diseases of Heart,Florida,42656,149.78
2013,Essential hypertension and hypertensive renal disease,Florida,2147,7.52
2013,Homicide,Florida,1150,6.19
2013,Influenza and pneumonia,Florida,2662,9.49
2013,Kidney Disease,Florida,3130,11.12
2013,Parkinson's disease,Florida,1947,6.72
2013,Pneumonitis due to solids and liquids,Florida,1016,3.44
2013,Septicemia,Florida,2096,7.64
2013,Stroke,Florida,8698,30.55
2013,Suicide,Florida,2928,13.78
2013,Unintentional Injuries,Florida,8736,39.07
2013,All Causes,Georgia,75088,806.2
2013,Alzheimer's disease,Georgia,2048,24.98
2013,Cancer,Georgia,16417,167.65
2013,Chronic liver disease and cirrhosis,Georgia,898,8.49
2013,Chronic lower respiratory disease,Georgia,4172,45.43
2013,Diabetes,Georgia,2199,22.96
2013,Diseases of Heart,Georgia,16550,178.74
2013,Essential hypertension and hypertensive renal disease,Georgia,1084,11.76
2013,Homicide,Georgia,641,6.43
2013,Influenza and pneumonia,Georgia,1494,16.8
2013,Kidney Disease,Georgia,1652,18.06
2013,Parkinson's disease,Georgia,631,7.55
2013,Pneumonitis due to solids and liquids,Georgia,502,5.84
